dt_server,dt_tracker,lat,lng,altitude,angle,speed,params
"2022-02-27 04:03:32","2022-02-27 04:03:30",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:05:32","2022-02-27 04:05:30",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:07:32","2022-02-27 04:07:30",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:09:32","2022-02-27 04:09:30",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:11:32","2022-02-27 04:11:31",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:15:32","2022-02-27 04:15:31",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:19:42","2022-02-27 04:19:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:21:42","2022-02-27 04:21:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:23:42","2022-02-27 04:23:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:25:42","2022-02-27 04:25:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:27:42","2022-02-27 04:27:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:29:42","2022-02-27 04:29:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:31:42","2022-02-27 04:31:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:33:42","2022-02-27 04:33:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:35:42","2022-02-27 04:35:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:37:42","2022-02-27 04:37:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:39:42","2022-02-27 04:39:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:41:44","2022-02-27 04:41:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:45:42","2022-02-27 04:45:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:47:42","2022-02-27 04:47:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:49:42","2022-02-27 04:49:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:51:42","2022-02-27 04:51:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:53:42","2022-02-27 04:53:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:55:42","2022-02-27 04:55:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:57:42","2022-02-27 04:57:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 04:59:42","2022-02-27 04:59:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:03:42","2022-02-27 05:03:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:05:43","2022-02-27 05:05:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:07:43","2022-02-27 05:07:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:09:43","2022-02-27 05:09:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:11:43","2022-02-27 05:11:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:13:43","2022-02-27 05:13:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:15:43","2022-02-27 05:15:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:17:43","2022-02-27 05:17:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:19:43","2022-02-27 05:19:41",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:21:43","2022-02-27 05:21:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:23:43","2022-02-27 05:23:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:25:43","2022-02-27 05:25:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:27:44","2022-02-27 05:27:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:33:43","2022-02-27 05:33:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:35:43","2022-02-27 05:35:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:37:43","2022-02-27 05:37:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:39:43","2022-02-27 05:39:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:43:43","2022-02-27 05:43:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:45:43","2022-02-27 05:45:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:47:43","2022-02-27 05:47:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:49:43","2022-02-27 05:49:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:51:43","2022-02-27 05:51:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:53:43","2022-02-27 05:53:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:55:44","2022-02-27 05:55:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 05:59:43","2022-02-27 05:59:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:01:43","2022-02-27 06:01:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:03:43","2022-02-27 06:03:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:05:45","2022-02-27 06:05:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:11:43","2022-02-27 06:11:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:13:44","2022-02-27 06:13:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:15:44","2022-02-27 06:15:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:20:44","2022-02-27 06:20:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:22:44","2022-02-27 06:22:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:24:44","2022-02-27 06:24:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:26:45","2022-02-27 06:26:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:30:44","2022-02-27 06:30:42",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:32:44","2022-02-27 06:32:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:34:44","2022-02-27 06:34:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:36:44","2022-02-27 06:36:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:38:44","2022-02-27 06:38:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:40:44","2022-02-27 06:40:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:42:44","2022-02-27 06:42:43",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:46:14","2022-02-27 06:46:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:48:14","2022-02-27 06:48:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:50:14","2022-02-27 06:50:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:52:14","2022-02-27 06:52:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:54:14","2022-02-27 06:54:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:56:14","2022-02-27 06:56:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 06:58:14","2022-02-27 06:58:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:00:14","2022-02-27 07:00:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:02:14","2022-02-27 07:02:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:04:14","2022-02-27 07:04:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:06:14","2022-02-27 07:06:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:08:14","2022-02-27 07:08:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:10:14","2022-02-27 07:10:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:12:14","2022-02-27 07:12:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:14:14","2022-02-27 07:14:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:16:14","2022-02-27 07:16:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:18:14","2022-02-27 07:18:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:20:15","2022-02-27 07:20:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:22:15","2022-02-27 07:22:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:24:15","2022-02-27 07:24:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:26:15","2022-02-27 07:26:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:28:15","2022-02-27 07:28:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:30:15","2022-02-27 07:30:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:32:15","2022-02-27 07:32:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:34:15","2022-02-27 07:34:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:36:15","2022-02-27 07:36:13",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:38:15","2022-02-27 07:38:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:40:15","2022-02-27 07:40:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:42:15","2022-02-27 07:42:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:44:15","2022-02-27 07:44:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:46:15","2022-02-27 07:46:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:48:15","2022-02-27 07:48:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:50:15","2022-02-27 07:50:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:54:15","2022-02-27 07:54:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:56:15","2022-02-27 07:56:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 07:58:15","2022-02-27 07:58:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:00:15","2022-02-27 08:00:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:02:15","2022-02-27 08:02:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:04:15","2022-02-27 08:04:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:06:15","2022-02-27 08:06:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:08:15","2022-02-27 08:08:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:10:15","2022-02-27 08:10:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:12:16","2022-02-27 08:12:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:16:15","2022-02-27 08:16:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:18:15","2022-02-27 08:18:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:20:15","2022-02-27 08:20:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:22:15","2022-02-27 08:22:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:24:15","2022-02-27 08:24:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:26:15","2022-02-27 08:26:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:28:15","2022-02-27 08:28:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:30:15","2022-02-27 08:30:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:32:15","2022-02-27 08:32:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:34:15","2022-02-27 08:34:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:36:15","2022-02-27 08:36:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:38:16","2022-02-27 08:38:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:40:16","2022-02-27 08:40:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:42:16","2022-02-27 08:42:14",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:46:05","2022-02-27 08:46:04",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:48:05","2022-02-27 08:48:04",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:50:05","2022-02-27 08:50:04",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:52:05","2022-02-27 08:52:04",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:55:36","2022-02-27 08:55:34",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 08:57:37","2022-02-27 08:57:34",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:03:36","2022-02-27 09:03:34",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:05:36","2022-02-27 09:05:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:09:36","2022-02-27 09:09:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:11:36","2022-02-27 09:11:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:13:36","2022-02-27 09:13:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:15:36","2022-02-27 09:15:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:17:36","2022-02-27 09:17:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:19:37","2022-02-27 09:19:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:23:36","2022-02-27 09:23:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:25:36","2022-02-27 09:25:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:27:36","2022-02-27 09:27:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:29:36","2022-02-27 09:29:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:31:36","2022-02-27 09:31:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:33:36","2022-02-27 09:33:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:35:36","2022-02-27 09:35:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:37:36","2022-02-27 09:37:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:39:37","2022-02-27 09:39:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:43:36","2022-02-27 09:43:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:45:36","2022-02-27 09:45:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:47:36","2022-02-27 09:47:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:49:36","2022-02-27 09:49:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:51:36","2022-02-27 09:51:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:53:36","2022-02-27 09:53:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:55:36","2022-02-27 09:55:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:57:36","2022-02-27 09:57:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 09:59:36","2022-02-27 09:59:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:01:36","2022-02-27 10:01:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:03:36","2022-02-27 10:03:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:05:36","2022-02-27 10:05:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:07:38","2022-02-27 10:07:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:11:36","2022-02-27 10:11:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:13:36","2022-02-27 10:13:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:15:36","2022-02-27 10:15:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:17:37","2022-02-27 10:17:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:21:37","2022-02-27 10:21:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:23:37","2022-02-27 10:23:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:25:37","2022-02-27 10:25:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:27:37","2022-02-27 10:27:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:29:37","2022-02-27 10:29:35",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:31:37","2022-02-27 10:31:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:33:37","2022-02-27 10:33:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:35:37","2022-02-27 10:35:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:37:37","2022-02-27 10:37:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:39:37","2022-02-27 10:39:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:41:37","2022-02-27 10:41:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:43:37","2022-02-27 10:43:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:45:37","2022-02-27 10:45:36",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:51:47","2022-02-27 10:51:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:55:47","2022-02-27 10:55:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 10:57:47","2022-02-27 10:57:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 11:03:47","2022-02-27 11:03:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 11:05:47","2022-02-27 11:05:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-02-27 11:07:47","2022-02-27 11:07:46",9.080365,7.481117,0,0,0,"{"alarm":"tracker","acc":"1"}"
